key,en,ar,cs,de,es,fi,fr,it,ja,ko,nb,nl,pl,pt,ru,tr,zh
message_error.data_folder_move.title,Failed to move data,,,Fehler beim Verschieben von Daten.,,Tietojen siirto epäonnistui,,,,,,,Nie udało się przenieść danych,Não foi possível mover os dados,,,
message_error.abort_rr.extra.failed_update_delete,Failed to delete files for the update. Aborting.,,Odstranění souborů pro aktualizaci se nezdařilo. Přerušení.,Dateien für das Update konnten nicht gelöscht werden. Abbruch.,Error al borrar archivos para la actualización. Cancelando,Tiedostojen poistaminen päivitystä varten epäonnistui. Perutaan.,Échec de la désinstallation de fichiers pour la mise à jour. Annulation,Fallito il cancellamento dei file dell'aggiornamento. Annullamento.,アップデートファイルの削除に失敗しました。中止しています。,"업데이트 파일 삭제 실패, 중단합니다.",,Het is niet gelukt om bestanden te verwijderen voor de update. Proces word afgebroken.,Nie udało się usunąć plików dla aktualizacji. Abortowanie.,Falha a apagar ficheiros para a atualização. Abortando.,Не удалось удалить файлы для обновления. Отменяем,Güncelleme dosyalarını silmek başarısız oldu. İşlem iptal ediliyor.,
message_error.abort_rr.extra.failed_update_apply,Failed to apply an update. Aborting.,,Aktualizace aplikace se nezdařila. Přerušení.,Das Update konnte nicht installiert werden. Abbruch.,Error al aplicar una actualización. Cancelando.,Päivityksen käyttöönotto epäonnistui. Perutaan.,Échec d'application de la mise à jour. Annulation.,Fallita l'applicazione di un aggiornamento. Annullamento.,アップデートの適用に失敗しました。中止しています。,"업데이트 적용 실패, 중단합니다.",,Het is niet gelukt om te updaten. Proces word afgebroken.,Nie udało się zastosować aktualizacji. Abortowanie,Falha a aplicar a atualização. Abortando.,Не удалось применить обновление. Отменяем.,Güncellemeyi uygulamak başarısız oldu. İşlem iptal ediliyor.,
message_error.abort_rr.extra.invalid_file_path,Invalid file path detected. Please contact the developers.\n Server error:  {$1},,,Ungültiger Dateipfad wurde erkannt. Bitte kontaktiere die Entwickler. \n Server-Fehler: {$1},Se detectó una ruta de archivo no válida. Contacte a los desarrolladores.\n Error del servidor: {$1},Virheellinen polku. Ota yhteyttä kehittäjiin.\n Palvelinvirhe: {$1},Chemin vers un fichier incorrect. Veuillez contacter les développeurs de Wheel Wizard.\n Erreur Serveur:  {$1},Incontrato un percorso file invalido. Contatta gli sviluppatori.\n Errore server: {$1},無効なファイルパスが検知されました。開発者に連絡してください。\n サーバーエラー:  {$1},잘못된 파일 경로가 감지됐습니다. 개발자에게 연락하세요.\n 서버 에러:  {$1},,Ongeldige bestandslocatie gedetecteerd. Neem contact op met de ontwikkelaars.\n Serverfout: {$1},Wykryto nieprawidłową ścieżkę do pliku. Proszę skontaktuj się z deweloperami.\n Błąd Serwera: {$1},Caminho de arquivo inválido detectado. Entra em contato com os desenvolvedores.\nErro do servidor: {$1},,Yanlış dosya yolu tespit edildi. Lütfen geliştiricilere bildirin.\n Sunucu hatası: {$1},
message_error.abort_rr.title,Aborting RR Update,,Přerušení Aktualizace RR,Über das RR Update,Abortando actualización de RR,Perutaan RR-päivitys,Anuller la mise à jour de RR,Annullando l'aggiornamento di RR,Retro Rewindのアップデートを中止,레트로 리와인드 업데이트 중단,,RR-update afgebroken.,Abortowanie aktualizacji Retro Rewind,A abortar o Update do RR.,,Retro Rewind güncellemesi iptal ediliyor,
message_error.restart_admin_fail.extra,Failed to restart with administrator rights.,,Restartování s právy administrátor se nezdařilo.,Neustart mit Admin-Rechten fehlgeschlagen.,Error al reinstalar con derechos de administrador.,Käynnistäminen järjestelmänvalvojan oikeuksilla epäonnistui.,Échec du redémarrage avec les droits d'administrateur.,Errore riavviando con diritti di amministratore.,管理者権限で再起動するのに失敗しました。,관리자 권한으로 재시작하는 데 실패했습니다.,,Het is niet gelukt om opnieuw op te starten met administratorrechten.,Nie udało się zrestartować z uprawnieniami administracyjnymi.,Falha ao reiniciar com direitos de administrador,Не удалось перезапуститься с правами администратора.,Yöneticilik haklarıyla yeniden başlatılamadı.,
message_error.generic_error.title,An error occurred.,,Došlo k chybě.,Ein Fehler ist aufgetreten.,Se produjo un error.,Tapahtui virhe.,Une erreur s'est produite.,È successo un errore.,エラーが発生しました,오류가 발생했습니다.,,Er is een fout opgetreden.,Wystąpił błąd.,Ocorreu um erro.,,Bir hata oluştu,
message_error.failed_create_mii_db.title,Failed to create Mii database,,Vytvoření databáze Mii se nezdařilo,Fehler beim Erstellen der Mii-Datenbank.,No se pudo crear la base de datos de Miis,Mii-tietokannan luominen epäonnistui,Échec de la création de la base de donnée des Miis,Creazione del catalogo dei Mii fallita,Miiの情報の作成に失敗しました,Mii 데이터베이스 작성에 실패했습니다.,,Creëren van Mii-database mislukt.,Nie udało się stworzyć bazy danych dla Mii,Falha ao criar a base de dados de Miis,Не удалось создать базу Mii.,Mii Veritabanı oluşturulamadı,
message_error.failed_change_name.title,Failed to change name,,Změna jména se nezdařila,Fehler beim Ändern des Namens.,No se pudo cambiar el nombre,Nimen vaihtaminen epäonnistui,Échec du changement de nom,Cambio del nome fallito,名前の変更に失敗しました,이름 변경을 실패했습니다,,Veranderen van naam mislukt.,Nie udało się zmienić imienia.,Falha ao alterar o nome,Не удалось изменить имя.,Ad değiştirme başarısız,
message_error.failed_change_mii.title,Failed to Change Mii,,Změna Mii se nezdařila,Fehler beim Ändern des Miis.,No se pudo cambiar el Mii,Miin vaihtaminen epäonnistui,Échec du changement de Mii,Cambio del Mii fallito,Miiの変更に失敗しました,Mii 변경을 실패했습니다,,Veranderen van Mii mislukt.,Nie udało się zmienić Mii,Falha ao alterar o Mii,Не удалось изменить Mii.,Mii değiştirme başarısız,
message_error.failed_install_dolphin.title,Failed to install Dolphin,,Instalace Dolphinu se nezdařila,Die Installation von Dolphin ist schiefgelaufen.,,Dolphinin asennus epäonnistui.,Échec de l'installation de Dolphin,Installazione di Dolphin fallita,Dolphinのインストールに失敗,돌핀 설치 실패,,Installeren van Dolphin mislukt.,Nie udało się zainstalować Dolphina,Falha ao instalar o Dolphin,,Dolphin yüklemesi başarısız oldu.,
message_error.failed_install_dolphin.extra,The installation of Dolphin Emulator failed. Please try manually installing Flatpak Dolphin.,,Instalace Dolphin Emulatoru se nezdařila. Zkus prosím ručně nainstalovat Flatpak Dolphin.,Die Installation von Dolphin ist schiefgelaufen. Versuche manuell eine Flatpak Dolphin Version herunterzuladen.,,Dolphin-emulaattorin asennus epäonnistui. Kokeile asentaa Flatpak Dolphin manuaalisesti.,L'installation de Dolphin Emulator a échoué. Veuillez essayer d'installer Flatpak Dolphin.,L'installazione dell'emulatore Dolphin è fallita. Riprova manualmente installando Dolphin usando Flatpak.,Dolphinエミュレーターのインストールに失敗しました。Dolphinのflatpakバージョンのインストールを手動で行ってみてください。,돌핀 에뮬레이터 설치에 실패했습니다. 직접 Flatpak 돌핀을 설치해주십시오.,,De installatie van de Dolphin-emulator is mislukt. Probeer handmatig Flatpak Dolphin te installeren.,Instalacja Emulatora Dolphin się nie powiodła. Proszę spróbuj manualnie zainstalować Dolphina poprzez Flatpak.,A instalação do Dolphin Emulator falhou. Por favor tenta instalar manualmente o Flatpak Dolphin.,,Dolphin Emulator yüklemesi başarısız oldu. Lütfen manuel bir şekilde Flatpak Dolphin'i yüklemeyi deneyin.,
message_error.failed_retrieve_mod.title,Failed to retrieve mod info,,Načtení informací o modu se nezdařilo,Es ist ein Fehler beim abrufen der Mod-Informationen aufgetreten.,,Modin tietojen noutaminen epäonnistui,Échec d'obtention des informations du mod,Recupero delle informazioni della mod fallito,Modの情報取得に失敗,모드 정보 불러오기 실패,,Ophalen van mod-informatie mislukt.,Nie udało się odzyskać informacji moda,Falha ao obter informações do mod,,Mod bilgisi alınamadı.,
message_error.mod_download_fail.title,Mod download failed.,,Stažení modu se nezdařilo.,Mod Download ist schiefgelaufen.,,Modin lataus epäonnistui.,Échec du téléchargement du mod.,Download della mod fallito.,Modのダウンロードに失敗しました,모드 다운로드 실패,,Downloaded van mod mislukt.,Nie udało się pobrać moda.,O download do mod falhou.,,Mod indirmesi başarısız oldu.,
message_error.mod_download_fail.extra,An error occurred during download: {$1},,Během stahování došlo k chybě: {$1},Ein Fehler ist während dem Dowload aufgetreten: {$1},,Ladattaessa tapahtui virhe: {$1},Une erreur s'est produite pendant le téléchargement du mod suivant: {$1},È successo un errore durante il download: {$1},ダウンロード中にエラーが発生しました: {$1},다운로드 중 오류가 발생했습니다: {$1},,Er is een fout opgetreden tijdens het downloaden van {$1}.,Wystąpił błąd podczas pobierania: {$1},Ocorreu um erro durante o download: {$1},,İndirme sırasında bir hata oluştu: {$1},
message_success.settings_saved.title,Settings saved successfully!,,Nastavení bylo úspěšně uloženo!,Einstellungen erfolgreich gespeichert!,Se guardaron correctamente los ajustes.,Asetukset tallennettu!,Paramètre sauvegarder avec succès !,Impostazioni salvate con successo!,設定が保存されました！,설정을 저장했습니다!,,Instellingen succesvol opgeslagen!,Ustawienia zapisane pomyślnie!,Definições guardadas com sucesso,Настройки успешно сохранены!,Ayarlar başarıyla kaydedildi!,
message_success.data_folder_moved.title,Data folder updated,,,Datenordner aktualisiert.,,Tietokansio päivitetty,,,,,,,Zaktualizowano folder danych,Pasta de dados atualizada.,,,
message_success.data_folder_moved.extra,Wheel Wizard data is now stored in:\n{$1},,,Wheel WIzard's Daten sind jetzt gespeichert in:\n{$1},,Wheel Wizardin tiedot sijaitsevat nyt kohteessa:\n{$1},,,,,,,Dane Wheel Wizard są teraz przechowywane w:\n{$1},Dados do Wheel Wizard são agora guardados em:\n{$1},,,
message_success.rr_up_to_date.title,Retro Rewind is up to date.,,Retro Rewind je aktuální.,Retro Rewind ist auf dem neuesten Stand.,Su versión de Retro Rewind es la última lanzada.,Retro Rewind on ajan tasalla.,Retro Rewind est bien à jour.,Retro Rewind è aggiornato.,Retro Rewindは最新です。,레트로 리와인드는 최신 버전입니다.,,Retro Rewind is up-to-date.,Retro Rewind jest na najnowszej wersji.,A tua versão do Retro Rewind é a mais recente,Retro Rewind на последней версии.,Retro Rewind güncel.,
message_success.mii_changed,Mii changed successfully,,Mii se úspěšně změnila,Mii erfolgreich geändert.,Mii cambiado con éxito,Mii vaihdettu!,Changement du Mii avec succès,Mii cambiato con successo,Miiが正しく変更されました,Mii 변경에 성공했습니다,,Mii succesvol veranderd.,Zmieniono Mii pomyślnie,Mii mudado com sucesso,,Mii başarıyla değiştirildi,
message_success.mod_converted_to_patches.title,Converted to patches,,,,,Muunnettu paikkauksiksi,,,,,,,Konwertuj na poprawki,Convertido para patches,,,
message_success.mod_installed.extra,Mod '{$1}' installed successfully.,,,,,Modi '{$1}' asennettu.,,,,,,,"Mod ""{$1}"" zainstalowany pomyślnie.",Mod '{$1}' instalado com sucesso.,,,
message_success.mod_installed.title,Successfully installed mod!,,,,,Modi asennettu!,,,,,,,Zainstalowano moda pomyślnie!,Mod instalado com sucesso!,,,
message_success.patch_conversion_result,Converted {$1} file(s) into {$2} patch file(s).,,,,,{$1} tiedostoa muunnettu {$2} paikkaustiedostoksi.,,,,,,,,{$1} Ficheiro(s) convertidos para {$2} ficheiro(s) de patch.,,,
message_success.patch_conversion_skipped,Left {$1} file(s) unchanged because they could not be converted.,,,,,"{$1} tiedostoa ei muutettu, koska niitä ei voitu muuntaa.",,,,,,,Zostawiono {$1} plik(i/ów) niezmienionych bo nie mogły być skonwertowane.,{$1} Ficheiro(s) inalterados pois não era possível serem convertidos.,,,
message_success.patch_conversion_notes,Note(s): {$1},,,,,Huomautus: {$1},,,,,,,,Nota(s): {$1},,,
snackbar_warning.cant_save_mii,Can't Save Mii,,Mii není možné uložit,Mii konnte nicht gespeichert werden,No se pudo guardar el Mii,Miitä ei voi tallentaa,Impossible de savegarder le Mii,Impossibile salvare il Mii,Miiを保存できません,Mii를 저장할 수 없습니다,,Kan Mii niet opslaan.,Nie można zapisać Mii,Não é possível guardar o Mii,Нельзя сохранить Mii,Mii kaydedilemiyor.,
snackbar_warning.no_mii_export,It seems there where no Miis to export,,"Zdá se, že tam nebyly žádné Miiy, které by bylo možné exportovat",Es gab keine Miis zum Exportieren.,Parece que no hay Miis para exportar,Vietäviä Miitä ei ole,Il semblerait qu'aucun Miis peuvent être exporter,Sembrano non esserci Mii da esportare,エクスポートできるMiiがなかったようです,추출할 수 있는 Mii가 없습니다,,Er zijn geen Mii's om te exporteren.,"Wygląda na to, że nie było żadnych Mii do eksportowania",Parece que não havia Miis para exportar,,Aktarılıcak Mii bulunamadı,
snackbar_warning.no_mii_delete,It seems there where no Miis to delete,,"Zdá se, že tam nebyly žádné Miiy, které by bylo možné smazat",Es gab keine Miis zum Löschen.,Parace que no hay Miis para borrar,Poistettavia Miitä ei ole,Il semblerait qu'aucun Miis peuvent être supprimer,Sembrano non esserci Mii da eliminare,削除するMiiが存在しないようです,삭제할 수 있는 Mii가 없습니다,,Er zijn geen Mii's om te verwijderen.,"Wygląda na to, że nie było żadnych Mii do usunięcia",Parece que não havia Miis para apagar,,Silinecek Mii bulunamadı.,
snackbar_success.mii_added,Mii has been added to your Miis,,Mii byl přidán do tvého Miiy,Mii zu deinen Miis hinzugefügt,Mii ha sido añadido a tus Miis,Mii on lisätty omiin Miihin,Le Mii a été ajouté a vos Miis,Un Mii è stato aggiunto ai tuoi favoriti,MiiはあなたのMiiに追加されました,당신의 Mii에 해당 Mii를 추가했습니다,,"Mii is toegevoegd aan ""Mijn Mii's"".",Mii został dodany do twoich Mii,Mii foi adicionado aos teus Miis,Mii добавлен в ваши Mii,"Mii, Mii'lerinize eklendi.",
snackbar_success.copied_fc,Copied friend code to clipboard,,Zkopírovaný kód kamaráda do schránky,Freundescode wurde in die Zwischenablage kopiert,Codigo de amigo copiado al portapapeles,Kaverikoodi kopioitu leikepöydälle,Code Ami copié dans le presse-papier,Copiato il codice amico negli appunti,クリップボードにフレンドコードをコピーしました,친구코드를 클립보드에 복사했습니다,,Vriendcode gekopieerd naar klembord.,Skopiowano kod przyjaciela do schowka,Código de amigo copiado para a área de transferência,Код друга сохранён в буфер обмена,Arkadaş kodu panoya kopyalandı.,
snackbar_success.name_change,Successfully changed name to '{$1}',,Úspěšně změněn jméno na '{$1}',Name erfolgreich zu '{$1}' geändert,Se cambió el nombre a '{$1}' con éxito,Nimeksi vaihdettiin '{$1}',Changement du nom en '{$1}' avec succès,Nome cambiato con successo in '{$1}',名前を'{$1}'に変更しました,이름을 '{$1}'으로 변경했습니다,,"Naam succesvol gewijzigd naar ""{$1}"".","Pomyślnie zmieniono imię na ""{$1}""",Nome alterado com sucesso para '{$1}',,"Ad, başarıyla yeni ada değiştirildi. '{$1}'",
snackbar_success.saved_mii,Saved Mii '{$1}' to file '{$2}',,Uloženo Mii '{$1}' do souboru '{$2}',Mii '{$1}' wurde als Datei '{$2}' gespeichert,Se guardó Mii '{$1}' a archivo '{$2}',Mii '{$1}' tallennettiin tiedostoon '{$2}',Mii '{$1}' sauvegardé au chemin suivant '{$2}',Salvato il Mii '{$1}' nel file '{$2}',Mii '{$1}'をファイル '{$2}'に保存しました,Mii ‘{$1}'을/를 파일 ’{$2}'에 저장했습니다,,"Mii ""{$1}"" is opgeslagen in het bestand ""{$2}"".","Zapisano Mii ""{$1}"" do pliku ""{$2}""",Mii '{$1}' salvado para o ficheiro '{$2}',Mii '{$1}' сохранён в '{$2}',Mii '{$1}' '{$2}' dosyasına kaydedildi.,
snackbar_success.deleted,Deleted '{$1}',,Smazáno '{$1}',{$1}' wurde gelöscht,Se borró '{$1}',{$1}' poistettu,Suppression de '{$1}',{$1}' cancellato,{$1}'を削除しました,{$1}'를 삭제했습니다,,"""{$1}"" verwijderd.","Usunięto ""{$1}""",Apagado '{$1}',{$1}' удалено,{$1}' silindi.,
snackbar_success.deleted_miis,Deleted {$1} Miis,,Smazáno {$1} Miiy,{$1} Miis wurden gelöscht,Se borraron {$1} Miis,{$1} Miitä poistettu,Suppression de {$1} Miis,Cancellati {$1} Mii,{$1}Miiを削除しました,다음의 '{$1}' Mii를 삭제했습니다,,{$1} Mii's verwijderd.,Usunięto {$1} Mii,{$1} Miis apagados,Удалено '{$1}' Mii,{$1}' Mii silindi,
snackbar_success.created_duplicate,Created duplicate of '{$1}',,,{$1} wurde dupliziert,Se creó una duplica de '{$1}',{$1}' kopioitu,Clonage de '{$1}',Creato il duplicato di '{$1}',{$1}'のコピーを作成しました,{$1}'를 복제했습니다,,"Kopie gemaakt van ""{$1}"".","Stworzono kopie ""{$1}""",Duplica de '{$1}' criada,Создан дубликат '{$1}',{$1}' nin kopyası oluşturuldu.,
snackbar_success.created_duplicates_miis,Created {$1} duplicate Miis,,,{$1} duplizierte Miis erstellt,Se creó {$1} duplicas de Miis.,{$1}' kopioitua Miitä luotu,Clonage de {$1} Miis,Creati {$1} Mii duplicati,{$1}Miiのコピーを作成しました,다음의 '{$1}' Mii를 복제했습니다,,{$1} kopieën gemaakt van Mii.,Stworzono {$1} kopi Mii,Criados '{$1}' Miis duplicados,Создано '{$1}' дубликатов Mii,{$1}' Mii kopyası oluşturuldu.,
snackbar_success.profile_set_primary,Set profile as primary,,Nastavit profil jako primární,Profil als Hauptprofil festlegen,Establecer perfil como principal,Aseta profiili ensisijaiseksi,Choisir ce profil en profil principal,Imposta il profilo come primario,プロファイルをメインに設定する,프로필을 메인으로 설정하기,,Profiel als hoofdprofiel geselecteerd.,Ustaw jako główny profil,Definir perfil como principal,Сделать профиль основным,Profil birincil olarak ayarlandı.,
snackbar_success.dolphin_updated,Dolphin Emulator has been updated,,,,,,,,,,,,,,,,
snackbar_error.mii_failure_deserialize,Failed to deserialize Mii '{$1}',,,Daten von Mii '{$1}' konnten nicht verarbeitet werden.,Se produjo un error al deserializar Mii '{$1}',Miin '{$1}' deserialisointi epäonnistui,Échec de la désérialisation du Mii '{$1}',Deserializzazione del Mii '{$1}' fallita,Mii '{$1}'の復元に失敗しました,Mii ‘{$1}’ 복원에 실패했습니다,,"Verwerken van Mii ""{$1}"" mislukt.",,Falha ao desserializar o Mii '{$1}',Не удалось импортировать Mii '{$1}',Mii '{$1}' işlenemedi.,
snackbar_error.mii_failure_update,Failed to update Mii '{$1}',,,Mii '{$1}' konnte nicht aktualisiert werden.,Se produjo un error al actualizar Mii '{$1}',Miin '{$1}' päivittäminen epäonnistui,Échec de mise à jour du Mii '{$1}',Aggiornamento del Mii '{$1}' fallito,Mii '{$1}'のアップデートに失敗しました,Mii ‘{$1}’ 업데이트를 실패했습니다,,"Updaten van Mii ""{$1}"" mislukt.","Nie udało się zaktualizować Mii ""{$1}""",Falha ao atualizar o Mii '{$1}',Не удалось обновить Mii '{$1}',Mii '{$1}' güncellenemedi.,
snackbar_error.mii_failure_save,Failed to save Mii '{$1}',,,Mii '{$1}' konnte nicht gespeichert werden.,Se produjo un error al guardar Mii '{$1}',Miin '{$1}' tallentaminen epäonnistui,Échec de savegarde du Mii '{$1}',Salvataggio del Mii '{$1}' fallito,Mii '{$1}'の保存に失敗しました,Mii ‘{$1}’ 저장에 실패했습니다,,"Opslaan van Mii ""{$1}"" mislukt.","Nie udało się zapisać Mii ""{$1}""",Falha ao guardar Mii '{$1}',Не удалось сохранить Mii '{$1}',Mii '{$1}' kaydedilemedi.,
snackbar_error.mii_failure_get,Failed to get Mii '{$1}',,,Mii '{$1}' konnte nicht abgerufen werden.,Se produjo un error al duplicar Mii '{$1}',Miin '{$1}' noutaminen epäonnistui,Échec d'obtention du Mii '{$1}',Ottenimento del Mii '{$1}' fallito,Mii '{$1}'の取得に失敗しました,Mii ‘{$1}’ 을/를 가져오는 데 실패했습니다,,"Verkrijgen van Mii ""{$1}"" mislukt.","Nie udało się zdobyć Mii ""{$1}""",Falha ao obter Mii '{$1}',Не удалось получить Mii '{$1}',Mii '{$1}' alınamadı.,
snackbar_error.mii_failure_serialize,Failed to serialize Mii '{$1}',,,Daten von Mii '{$1}' konnten nicht verarbeitet werden.,Se produjo un error al serializar Mii '{$1}',Miin '{$1}' serialistointi epäonnistui,Échec de la sérialisation du Mii '{$1}',Serializzazione del Mii '{$1}' fallita,Mii '{$1}'の変換に失敗しました,Mii ‘{$1}’ 변환에 실패했습니다,,"Omzetten van Mii ""{$1}"" mislukt.",,Falha ao serializar o Mii '{$1}',Не удалось экспортировать Mii '{$1}',Mii '{$1}' işlenemedi.,
snackbar_error.mii_failure_create,Failed to create Mii '{$1}',,,Mii '{$1}' konnte nicht erstellt werden.,Se produjo un error al producir Mii '{$1}',Miin '{$1}' luominen epäonnistui,Échec de la création du Mii '{$1}',Creazione del Mii '{$1}' fallita,Mii '{$1}'の作成に失敗しました,Mii ‘{$1}’ 생성에 실패했습니다,,"Creëren van Mii ""{$1}"" mislukt.","Nie udało się stworzyć Mii ""{$1}""",Falha ao criar o Mii '{$1}',Не удалось создать Mii '{$1}',Mii '{$1}' oluşturulamadı.,
snackbar_error.mii_failure_duplicate,Failed to duplicate Mii(s) '{$1}',,,Mii '{$1}' konnte nicht dupliziert werden.,Se produjo un error al duplicar Mii '{$1}',Miin '{$1}' kopioiminen epäonnistui,Échec du clonage des Miis '{$1}',Duplicazione del Mii '{$1}' fallita,Mii '{$1}'のコピーに失敗しました,Mii ‘{$1}’ 복제에 실패했습니다,,"Kopiëren van Mii ""{$1}"" mislukt.","Nie udało się skopiować Mii ""{$1}""",Falha ao duplicar Mii(s) '{$1}',Не удалось дублировать Mii '{$1}',Mii '{$1}' çoğaltılamadı.,
helper_note.name_must_between,Names must be between 3 and 10 characters long.,,Jména musí mít délku 3 až 10 znaků.,Namen müssen zwischen 3 und 10 Zeichen lang sein.,Los nombres tienen que tener entre 3 y 10 caracteres.,Nimien täytyy olla 3–10 merkkiä pitkä.,Les noms doivent être composés de 3 à 10 caractères.,I nomi devono essere lunghi tra i 3 e i 10 caratteri.,名前の長さは3文字から10文字にしてください,이름은 반드시 3~10자 내여야 합니다.,,Naam moet tussen de 3 en 10 tekens lang zijn.,Nazwy muszą mieć od 3 do 10 znaków.,Nomes tem de ter entre 3 a 10 caracteres.,Имена должны быть длиной от 3 до 10 символов.,Adın 3 ile 10 karakter arasında olması gerekiyor.,
helper_note.creator_name_less11,Creator name must be less than 11 characters long.,,Jméno tvůrce musí být kratší než 11 znaků.,Name des Ersteller muss weniger als 11 Zeichen lang sein.,El nombre del creador tiene que tener menos de 11 caracteres.,Tekijän nimen täytyy olla alle 11 merkkiä pitkä.,Le nom de l'auteur doit faire moins de 11 caractères.,Il nome dell'autore deve essere lungo al massimo 10 caratteri.,作成者の名前の長さは10文字以下にしてください,작성자 이름은 반드시 10자 이내여야 합니다.,,Naam moet korter dan 11 tekens zijn.,Nazwa twórcy musi mieć mniej niż 11 znaków.,,Имя создателя должно быть длиной в меньше 11 символов.,Yapımcı adı 11 karakterden kısa olması gerekiyor.,
helper_note.creator_name_less10,Creator name must be less than 10 characters long.,,Jméno tvůrce musí být kratší než 10 znaků.,Name des Ersteller muss weniger als 10 Zeichen lang sein.,El nombre del creador tiene que tener menos de 10 caracteres.,Tekijän nimen täytyy olla alle 10 merkkiä pitkä.,Le nom de l'auteur doit faire moins de 10 caractères.,Il nome dell'autore deve essere lungo al massimo 10 caratteri.,作成者の名前の長さは10文字以下にしてください,작성자 이름은 반드시 10자 이내여야 합니다.,,Naam moet korter dan 10 tekens zijn.,Nazwa twórcy musi mieć mniej niż 10 znaków.,Nome de criador tem de ter menos de 10 caracteres.,Имя создателя должно быть длиной в меньше 10 символов.,Yapımcı adı 10 karakterden kısa olması gerekiyor.,
file_picker.select_mod_file,Select Mod File,,,,,Valittu moditiedosto,,,,,,,Wybierz Plik Moda,,,,
patch.incompatible_mod.message,This mod is incompatible with other mods. Launching with this mod enabled may cause incorrect behavior or crashes. Consider converting it to patches by right-clicking the mod.,,,,,Tämä modi on yhteensopimaton muiden modien kanssa. Pelin käynnistäminen tämän modin kanssa voi aiheuttaa virheellistä toimintaa tai kaatumisia. Harkitse modin muuntamista paikkauksiksi napsauttamalla sitä hiiren oikealla painikkeella.,,,,,,,Ten mod jest niekompatybilny z innymi modami. Uruchamianie gry z tym modem może spowodować niepoprawne zachowanie albo nagłe wyłączenie gry. Rozważ skonwertowanie go na poprawki poprzez klikanie na moda prawym przyciskiem myszy.,,,,
patch.incompatible_mod.title,INCOMPATIBLE MOD,,,,,YHTEENSOPIMATON MODI,,,,,,,MOD NIEKOMPATYBILNY,,,,
warning.brsar_external_count,{$1} BRSAR file entries are external references and cannot be exported.,,,,,,,,,,,,,,,,
warning.brsar_file_id_external,BRSAR fileId {$1} is an external file reference and cannot be exported.,,,,,,,,,,,,,,,,
warning.brsar_file_id_unsupported_magic,"BRSAR fileId {$1} changed, but it resolves to {$2} and Pulsar only supports RBNK/RSEQ/RWSD loose overrides.",,,,,,,,,,,,,,,,
warning.brsar_file_id_unresolved,BRSAR fileId {$1} could not be resolved to a supported embedded sound file.,,,,,,,,,,,,,,,,
warning.brsar_no_supported_differences,No supported RBNK/RSEQ/RWSD differences were found against the built-in game baseline.,,,,,,,,,,,,,,,,
warning.brsar_unresolved_count,{$1} embedded BRSAR file entries could not be resolved confidently.,,,,,,,,,,,,,,,,
warning.brsar_unsupported_summary,Only RBNK/RSEQ/RWSD entries can be exported. The scanned archive also contains {$1}.,,,,,,,,,,,,,,,,
warning.file_deletion_not_exportable,{$1} exists only in the original archive. File deletions are not exportable as loose patches.,,,,,,,,,,,,,,,,
warning.file_name_differs_from_archive_tag,"The selected file name differs from the original archive tag ""{$1}.szs"".",,,,,,,,,,,,,,,,
warning.file_not_in_built_in_baseline,{$1} is not present in the built-in game baseline.,,,,,,,,,,,,,,,,
warning.no_szs_differences,No SZS differences were found against the built-in game baseline.,,,,,,,,,,,,,,,,
warning.szs_matches_baseline,The selected SZS matches the built-in game baseline exactly.,,,,,,,,,,,,,,,,
warning.unsupported_loose_override_extension,"{$1} uses an unsupported loose override extension (.kcl, .kmp, .slt).",,,,,,,,,,,,,,,,
warning.whole_file_baseline,This SZS is stored as a whole-file baseline. Exporting a whole-file override.,,,,,,,,,,,,,,,,
option.wh_wz_language,Wheel Wizard Language,,Jazyk Wheel Wizard,Wheel Wizard Sprache,Idioma de Wheel Wizard,Wheel Wizardin kieli,Langue de Wheel Wizard,Lingua di Wheel Wizard,Wheel Wizardの言語,휠 위저드(Wheel Wizard) 언어,,Wheel Wizard-taal,Język Wheel Wizard,Idioma do Wheel Wizard,Язык Wheel Wizard,Wheel Wizard Dili,
option.force_disable_wiimote,Force Disable Wiimote,,,Wiimote ausschalten erzwingen,Forzar a desactivar Wiimote,Pakota Wiimote pois käytöstä,Forcer la désactivation des Wiimotes,Disattiva forzatamente i Wiimote,Wiiリモコンを強制的に無効にする,위모트 강제 비활성,,Forceer uitschakelen Wii-afstandsbediening,Zmuś Wyłączenie Wiimota,Força a desativar o Wiimote,Принудительно выключить Wii Remote,Wiimote'u Zorla Devre Dışı Bırak,
option.launch_with_dolphin,Launch Game With Dolphin Window,,,Starte das Spiel mit dem Dolphin Fenster zusammen,Lanzar juego con la ventana de Dolphin,Käynnistä peli Dolphin-ikkunassa,Lancer le jeu avec la fennêtre de Dolphin,Apri il gioco con la finestra di Dolphin,Dolphinウィンドウでゲームを起動する,Dolphin 창에서 게임 실행,,Start spel met Dolphin-venster,Uruchom grę razem z oknem Dolphina,Abrir o jogo com a janela do Dolphin,Запустить игру с окном Dolphin,Dolphin Penceresi ile Oyunu Başlat,
option.launch_rr_on_startup,Launch Retro Rewind On Startup,,,,,Käynnistä Retro Rewind heti,,,,,,,Uruchom Retro Rewind razem z uruchomieniem Wheel Wizard.,,,,
option.v_sync,VSync,,VSync,VSync,VSync,Pystytahdistus (V-Sync),Synchronisation Verticale,Sincronizzazione Verticale,VSync(垂直同期),수직동기화(VSync),,VSync,VSync,VSync,VSync,VSync,
